['marvelously breezy weather in delhi'],positive
['Loving the weather in Delhi today...Its just amazing!'],positive
['Awesome weather in delhi. Just got back from a walk'],positive
"[""today's weather in Delhi reminded me of many great weather places. miss pune (of 15 yrs back), pondicherry and helsinki :|""]",positive
['Really great weather in delhi! Going home with the window rolled down and the hair haywire \\m/'],positive
['Extremely pleasant weather in Delhi temp must 18 or 20c ...'],positive
"[""bad weather in delhi. Internet dead. Glad i'm home on time.""]",positive
"['amazing weather in delhi, the clouds have finally reached us on this day of the harvest moon.sat in the lawn with the purplesunbird4 company']",positive
['@dotmanish good morning sweets.:-) nice weather in delhi today'],positive
"['Nice weather in Delhi NCR, and met college friends over movie and lunch. Bliss!']",positive
['Weather in Delhi is spectacular..jacket required..finally feels like December!'],positive
['Extremely pleasant weather in Delhi temp must 18 or 20c ...'],positive
['Lovely weather in Delhi! But BJP under the weather!'],positive
"[""bad weather in delhi. Internet dead. Glad i'm home on time.""]",positive
"['amazing weather in delhi, the clouds have finally reached us on this day of the harvest moon.sat in the lawn with the purplesunbird4 company']",positive
['@dotmanish good morning sweets.:-) nice weather in delhi today'],positive
"['Pleasant weather in Delhi but no rain in store: New Delhi, May 12 : After a pleasant start to the week following.. http://tinyurl.com/q8vpqc']",positive
"['Nice weather in Delhi NCR, and met college friends over movie and lunch. Bliss!']",positive
['GM! @docrajen Thanks. I love winters & am really loving the weather in Delhi now.I have lived in Ladakh 4 two yrs. I just wither in summers.'],positive
"['Woke up few mins back and first time in October this year had to switch of the fan , some sign of changing weather in Delhi']",positive
['GM! @docrajen Thanks. I love winters & am really loving the weather in Delhi now.I have lived in Ladakh 4 two yrs. I just wither in summers.'],positive
"['Woke up few mins back and first time in October this year had to switch of the fan , some sign of changing weather in Delhi']",positive
"['On this gloomy weather in Delhi nothing much to do , so watching Don on tv']",positive
"[""@trib wish you could send some of that Canberra weather to delhi :) it's hitting 40 deg C here!""]",positive
['Heading to delhi tomo for #iamai by early morning flight..hows the weather in delhi?'],positive
"['News India: Pleasant weather in Delhi: New Delhi, Nov 16 (PTI) Delhiites experienced a pleasant weat.. http://bit.ly/4qCv4z']",positive
"[""Back in Bombay and missing Bangalore weather and Delhi's roads. But am glad Bombay doesn't have Delhi's weather and Bangalore's roads!""]",positive
['Th weather in Delhi is getting worse day by day. Just moved in after a drive. The car acted like a pressure cooker!'],positive
['How is the weather in Delhi ?Anyone ?'],positive
['@surubhi http://twitpic.com/boxqg - We need this weather in delhi too!'],positive
"[""It's great weather in Delhi. Going book shopping.""]",positive
"[""mornin' tweeps... great weather in delhi for last couple of days yay!""]",positive
"['reached delhi after a long long flight via bombay. bad idea taking d cheaper, longer route. on d bright side,weather in delhi is really gud!']",positive
"['GRITtv: The Changing Weather in Delhi: Climate change is no joke, as this video from Greenpeace shows. .. http://bit.ly/PSCHj']",positive
['@twitlookup weather delhi'],positive
['Lovely weather in delhi.. Cool breeze.. Taking a walk outside the house in places whr the wifi is still reachable'],positive
['Awesome weather in delhi'],positive
['Weather: DELHI 5* #news'],positive
['Rain has brought some respite to the humid and hot weather in Delhi. Really enjoying it. #delhirains'],positive
['the weather in Delhi is perfect right now.'],positive
['#HeyHey GEt information regarding Weather in Delhi #india #Travel here -> http://uurl.in/3vtuO'],positive
['Finally great weather in delhi. Onset of winters.:)'],positive
['Lovely weather in Delhi...heading headlong into winters.'],positive
['The weather in delhi has become so much cooler now. I am liking it.'],positive
"[""Wow! I love the weather in Delhi, these days. It's so much cooler now!""]",positive
"[""The weather in Delhi was incredible today.. A little rainy.. cool breeze.. wish I could've taken off from work and roamed around""]",positive
['awesome weather in delhi !'],positive
['Landed safely in terrible weather in Delhi Now stuck in bad jam http://bit.ly/dcYXu http://yfrog.com/ccj02j'],negative
['bizarre weather in Delhi - lightning and lots of rain'],positive
['bizarre weather in Delhi - lightning and lots of rain'],positive
['Awesome weather in delhi right now. I wanna go home right now. *searches for floo powder*'],positive
['saw and liked Davos weather. Delhi is pretty hot for these days.'],positive
['weather of delhi these days is just like indian politics...congress all the way..i mean rain domination entire day!..no chance for Sun!'],positive
['Finally the weather in Delhi is nice. Kinda like early Sept. In NYC.'],positive
"[""Brilliant weather in Delhi.. Didn't feel like waking up at all.. sigh..""]",positive
['Yeah... the weather in Delhi late in the nights is stunning! @sarkar_purba'],positive
['Amazing weather in Delhi... Going out for a cup of coffee'],positive
"['amazing weather in delhi, lil gloomy though']",positive
['morning...gloomy weather in delhi...at least the temp in not high...as of now'],positive
['Moderate showers amid find weather in Delhi.'],positive
"[""Checking the weather in Delhi (it's hot).""]",positive
['Weather in delhi in evening is bloody awesome! But its not worth getting raped by a gang of she-males.'],positive
['awesome weather in delhi...the winters r finally in...sexy cold winds blowing'],positive
['The weather in Delhi is just so Hot !!!!'],positive
['@vindee hows the weather in Delhi?'],positive
"['At work after 3 days...a beautiful weather in Delhi, wished tht I was at home :(']",positive
['Its strange weather in delhi. Overcast but Hot. Clouds look threatening but there has been hardly any rain. sigh'],positive
['Beautiful weather in Delhi. The kind where you feel like giving office a miss ...'],positive
['Hope the weather in delhi is as good as it was in chd'],positive
"[""@softykid Fantastic weather in Delhi. It'll b a shame to waste it indoors. I must think of something to do.....""]",positive
['wow what a pleasant weather in Delhi'],positive
['Pleasant weather greets Delhi again Wednesday http://tinyurl.com/mpvca6'],positive
['Awesome weather in Delhi on a monday morning. Very bad timing!'],positive
['Any idea about the current weather in Delhi.. am visiting the capital tomorrow.. Hope I need to carry the winter clothes!'],positive
['Afternoon@pallaviade nice weather in Delhi too for a change ;)'],positive
"['its an amazing weather in Delhi today. cool breeze,making me feel as if i am at a hill station. :)']",positive
"[""How is weather in Delhi n Punjab? I'm off to home 4 Diwali.. Wanna know if any need to carry a sweatshirt..?""]",positive
['Weather in Delhi is just awesome today. I love March ! ..and the noodles are great too !..Yummmm :)'],positive
"[""same here at pilani... RT @meerasapra So much for cool weather, delhi's back to hot and sunny again! :s""]",positive
"[""Weather in Delhi has been so awesome that a Saturday photowalk would be a good idea. Who's interested?""]",positive
"['NO ELECTRICITY, crazy weather in Delhi, wind making creepy horror movie noises, no girlfriend who wd get scared n need comfort. MY LIFE.']",positive
['The weather is so gr8 now...right time 2 have icecream..RT @IBN7: Pleasant weather in Delhi - Press Trust of India- ... http://bit.ly/40cG3X'],positive
"[""stepped out of home, and is now getting roasted, grilled, fried, tandoore'd, baked and boiled in exteme weather of delhi.""]",positive
['@vasusharma and hows the weather in delhi? I hope you are enjoying ur trip.'],positive
"[""Good Morning, people! Awesome weather in Delhi. Wishing it lasts forever. I don't wanna work today ;-( Alas! Got 2 meetings to attend.""]",positive
"[""the weather and delhi's infrastructure and traffic makin' me super nervous... here's to hide-outs""]",positive
"['@FarahKhanAli I just love that about Mumbai, but I like the weather of delhi, how was avatar?? Im seeing that soon']",positive
"[""there's a storm brewing, the temperature is falling, barely any sun to be seen... in short - perfect weather for Delhi!""]",positive
['is heading towards Shilma this eve in a hope of relief from muggy and sticky weather of Delhi. he hopes buddies wont miss his twitter n fb'],positive
['Was a real bumpy last 1 hour of flight. Terible weather in Delhi.plane landed in extreme lightening and rain. Was scary. Thank God landed.'],negative
['DMK-inspired stormy weather in Delhi right now. Karuna playing weather god?'],positive
['@nichetechie @ceetee Thanks to the weather in Delhi/NOIDA. We finally get to experience a share of what Mumbai is experiencing! : ) #rains'],positive
['@YouthPad rarely we have such good weather in delhi. unless it has rained!'],positive
"['hiiii.. Long time huh.. its chillin in delhi.. RT @TrulyAditi: Tweeple,end Jan,hows weather in Delhi?Is it very cold still?N Rajasthan side?']",positive
"[""@meerasapra today's weather in Delhi is not at all condusive for a evening walk , hmmmmm, some motivation at yr end !!!!!""]",positive
"[""@PritishNandy Never really liked weather's of Delhi, Mumbai and Kolkata..everything is way to extreme !!""]",negative
['@Sharanya yeah peach tree. bt the weather in delhi is nt conducive to its growth :\\'],negative
"['lovin the gr8 weather in delhi. ur spoilt for choices if u stay in WEA, Karol Bagh. How much can u eat a nite?']",positive
['Nice weather in Delhi today..not too hot! love summer though..'],positive
['ooooh what Clooney Pitt weather in Delhi :)'],positive
['Awesome cloudy weather in delhi. Hope it pours hard :)'],positive
['arctic weather in Delhi. brrr...it rained overnight.'],positive
"['DTN India Pleasant weather in Delhi, thunderstorm likely: Delhi saw pleasant weather Saturday morning and the met ... http://bit.ly/aYrRgf']",positive
['Weather in Delhi like Mallika Sherawat. :)'],positive
['Saaxseee weather in Delhi today. Very Bangalorish.'],positive
['@Genius_Quotes Do you need me for that? Try Weather+Delhi on Google.'],positive
['The best thing about the freezing cold weather in Delhi is that I can finally wear my beautiful Marc Jacobs faux fur jacket. Yum!'],positive
"[""Love the weather in Delhi, it's nice and chill. Little fog setting in. Jackets on, hot tea in hand. Ahhh life is good.""]",positive
['The best thing about the freezing cold weather in Delhi is that I can finally wear my beautiful Marc Jacobs faux fur jacket. Yum!'],positive
"['Dear weather gods, please keep on blessing us with pleasant weather for Delhi. (Pleasant being a relative term, of course)']",positive
"[""Love the weather in Delhi, it's nice and chill. Little fog setting in. Jackets on, hot tea in hand. Ahhh life is good.""]",positive
['Hellooo!!! Wassup? I love the weather in Delhi. Its so refreshing to walk in the cold. Love winters!!'],positive
['I hate this kinda weather. Delhi looks too gray and morose.'],positive
"[""Weather in delhi is lovely...Met my friend @yuvsingh09 on flight.. Big hug 2 him. I knw he'll b back in action asap! Now time 4 soundchk!""]",positive
['Good evening. Sick weather in Delhi ! Hot ! Haze ! Sweaty !'],positive
['Splendid weather in Delhi.'],positive
"['By god. Itna sexy weather, delhi NCR will see baby boom in 9 months.']",positive
"['In other news, the weather in delhi is still awesome though some might call it dreary']",positive
['Totally. RT @smitaprakash: Nippy weather in Delhi. Seriously Clooney.'],positive
"[""It's running weather in Delhi: John http://goo.gl/fb/CP29F""]",positive
"['By god. Itna sexy weather, delhi NCR will see baby boom in 9 months.']",positive
['and such beautiful weather in delhi. delhi is looking like what bangalore looks like every morning.'],positive
"['In other news, the weather in delhi is still awesome though some might call it dreary']",positive
['the weather in Delhi just keeps getting colder. the very reason i love delhi so much.. winter is just so .... fun!'],positive
"['Weather in Delhi, Delhi: Overcast | 42\xc2\xb0 C @ 830pm']",positive
"['Crisp weather in delhi, loving it.']",positive
['+1000000000000000000000000000 RT @ikaveri: Saaxseee weather in Delhi today. Very Bangalorish.'],positive
['Raining non stop since last night. Its hot and muggy here. :S wish i could exchange weather with delhi.'],positive
"['Crisp weather in delhi, loving it.']",positive
['+1000000000000000000000000000 RT @ikaveri: Saaxseee weather in Delhi today. Very Bangalorish.'],positive
['Raining non stop since last night. Its hot and muggy here. :S wish i could exchange weather with delhi.'],positive
['Brill weather in delhi. Except... Of course... I have a cold'],positive
